Course,term,year,department,Enrollment,Workload,Overall
NEUROBIO 106A: Human Cognition: Reading and Writing the Neural Code,fall,2015,NEUROBIO,11,2.3,4.9
"NEUROBIO 107A: Pleasure, pain and everything between: How Touch Encodes the World Around Us",fall,2015,NEUROBIO,12,3.8,4.7
NEUROBIO 130: Visual Recognition: Computational and Biophysical Perspective,fall,2015,NEUROBIO,3,8.0,3.7
NEUROBIO 200: Neurobiology,fall,2015,NEUROBIO,13,11.3,3.4
NEUROBIO 220: Cellular Neurophysiology,fall,2015,NEUROBIO,20,9.1,4.2
NEUROBIO 230: Visual Recognition: Computational and biophysical perspective,fall,2015,NEUROBIO,8,4.2,3.8
NEUROBIO 306QC: Quantitative Methods for Biologists,fall,2015,NEUROBIO,17,9.4,3.9
NEUROBIO 91: Laboratory Research,fall,2015,NEUROBIO,39,11.9,4.7
OEB 101: Biology of Mammals,fall,2015,OEB,31,3.6,4.6
OEB 105: Neurobiology of Motor Control,fall,2015,OEB,11,4.0,4.8
OEB 106: Plant Development and Differentiation,fall,2015,OEB,12,4.8,5.0
OEB 107: Evolution of Plant Life in Geologic Time,fall,2015,OEB,5,4.5,4.8
OEB 10: Foundations of Biological Diversity,fall,2015,OEB,80,4.2,3.4
OEB 114: Vertebrate Viviparity,fall,2015,OEB,13,1.8,4.5
OEB 119: Deep Sea Biology,fall,2015,OEB,14,4.0,4.4
OEB 155R: Biology of Insects,fall,2015,OEB,6,8.0,4.7
OEB 181: Systematics,fall,2015,OEB,7,3.8,3.6
OEB 210: Writing Scientific Papers,fall,2015,OEB,7,5.6,4.6
OEB 212R: Advanced Topics in Plant Physiology,fall,2015,OEB,5,9.7,4.2
OEB 217: What Makes a Cat?,fall,2015,OEB,6,3.2,5.0
OEB 252: Coalescent Theory,fall,2015,OEB,17,6.5,4.6
OEB 399: Topics in Organismic and Evolutionary Biology,fall,2015,OEB,22,1.0,4.5
OEB 50: Genetics and Genomics,fall,2015,OEB,22,4.3,4.5
OEB 59: Plants and Human Affairs,fall,2015,OEB,20,2.6,3.4
PERSIAN 130AR: Advanced Persian I,fall,2015,PERSIAN,6,9.0,4.2
"PERSIAN 155: ""Beginnings"": Prefaces and Exordiums in Classical Persian Literature",fall,2015,PERSIAN,3,15.0,4.7
PERSIAN 251: Classical Persian Poetics and Rhetoric,fall,2015,PERSIAN,3,2.5,5.0
PERSIAN AA: Elementary Persian,fall,2015,PERSIAN,9,7.6,4.1
PHIL 105: Stoicism: Proseminar,fall,2015,PHIL,9,4.7,3.2
PHIL 137: The Later Philosophy of Wittgenstein,fall,2015,PHIL,21,4.6,4.3
PHIL 13: Morality and Its Critics,fall,2015,PHIL,22,3.7,4.2
PHIL 140: Fundamentals of Logic,fall,2015,PHIL,23,7.8,3.7
PHIL 156: Philosophy of Mind,fall,2015,PHIL,30,4.1,4.0
PHIL 174A: Animals and Ethics: Proseminar,fall,2015,PHIL,23,3.9,3.2
PHIL 179: Race and Social Justice,fall,2015,PHIL,76,4.2,4.1
PHIL 187A: Philosophy and Photography: Proseminar,fall,2015,PHIL,8,4.8,4.1
PHIL 192: Buddhist Philosophy: Proseminar,fall,2015,PHIL,23,5.1,4.2
PHIL 21: Love and Inner Conflict,fall,2015,PHIL,6,4.2,2.8
PHIL 243: Topics in Philosophy of Mathematics: Seminar,fall,2015,PHIL,5,6.8,4.8
PHIL 277: Law and Philosophy Colloquium,fall,2015,PHIL,6,7.0,4.5
PHIL 300AA: Colloquium,fall,2015,PHIL,6,5.5,4.0
PHIL 311: Workshop in Moral and Political Philosophy,fall,2015,PHIL,15,0.0,3.3
PHIL 312: Workshop in Metaphysics and Epistemology,fall,2015,PHIL,13,,
PHIL 315HFA: Instructional Styles in Philosophy,fall,2015,PHIL,4,0.0,5.0
PHIL 34: Existentialism in Literature and Film,fall,2015,PHIL,28,4.6,4.5
PHIL 3: The True and the Good,fall,2015,PHIL,66,5.7,4.1
PHIL 97: Tutorial I,fall,2015,PHIL,7,6.0,4.7
PHIL 98: Tutorial II,fall,2015,PHIL,12,5.2,4.8
PHYSCI 10: Quantum and Statistical Foundations of Chemistry,fall,2015,PHYSCI,27,7.0,4.5
"PHYSCI 12B: Electromagnetism and Statistical Physics from an Analytic, Numerical and Experimental Perspective",fall,2015,PHYSCI,90,8.7,3.3
"PHYSCI 2: Mechanics, Elasticity, Fluids, and Diffusion",fall,2015,PHYSCI,180,7.4,3.6
PHYSICS 125: Widely Applied Physics,fall,2015,PHYSICS,4,4.5,4.8
PHYSICS 141: The Physics of Sensory Systems in Biology,fall,2015,PHYSICS,5,4.8,4.5
PHYSICS 143A: Quantum Mechanics I,fall,2015,PHYSICS,34,9.6,4.4
PHYSICS 143B: Quantum Mechanics II,fall,2015,PHYSICS,28,7.7,4.2
PHYSICS 145: Elementary Particle Physics,fall,2015,PHYSICS,7,6.5,4.5
PHYSICS 151: Mechanics,fall,2015,PHYSICS,10,7.6,4.0
PHYSICS 15A: Introductory Mechanics and Relativity,fall,2015,PHYSICS,78,8.6,4.0
PHYSICS 15B: Introductory Electromagnetism,fall,2015,PHYSICS,37,7.1,3.5
PHYSICS 15C: Wave Phenomena,fall,2015,PHYSICS,20,8.5,4.2
PHYSICS 16: Mechanics and Special Relativity,fall,2015,PHYSICS,24,12.8,3.9
PHYSICS 191R: Advanced Laboratory,fall,2015,PHYSICS,13,5.2,4.1
PHYSICS 195: Introduction to Solid State Physics,fall,2015,PHYSICS,10,8.9,4.7
PHYSICS 210: General Theory of Relativity,fall,2015,PHYSICS,28,16.2,4.5
PHYSICS 223: Electronics for Scientists,fall,2015,PHYSICS,8,10.0,4.5
PHYSICS 251A: Advanced Quantum Mechanics I,fall,2015,PHYSICS,52,11.2,3.4
PHYSICS 253A: Quantum Field Theory I,fall,2015,PHYSICS,33,16.0,4.3
PHYSICS 253CR: Quantum Field Theory III,fall,2015,PHYSICS,4,11.0,4.5
PHYSICS 262: Statistical Physics,fall,2015,PHYSICS,53,12.5,3.6
PHYSICS 268AR: Special Topics in Condensed Matter Physics: Topological States of Matter,fall,2015,PHYSICS,11,10.4,4.5
PHYSICS 285B: Modern Atomic and Optical Physics II,fall,2015,PHYSICS,38,15.1,4.7
PHYSICS 287C: Conformal Field Theory,fall,2015,PHYSICS,12,19.8,4.8
PHYSICS 95: Topics in Current Research,fall,2015,PHYSICS,8,3.8,4.8
PLSH AA: Elementary Polish I,fall,2015,PLSH,2,4.5,5.0
PLSH BA: Intermediate Polish I,fall,2015,PLSH,3,5.0,4.5
PLSH CR: Advanced Polish,fall,2015,PLSH,3,4.0,4.5
PORTUG 30: Brasil hoje: Contemporary Brazilian Culture through Media,fall,2015,PORTUG,10,3.0,4.4
PORTUG 40: Images of Brazil: Contemporary Brazilian Cinema,fall,2015,PORTUG,6,9.5,4.5
PORTUG AA: Beginning Portuguese I,fall,2015,PORTUG,13,7.6,3.7
PORTUG AC: Beginning Portuguese for Spanish Speakers I,fall,2015,PORTUG,26,4.7,4.2
PORTUG C: Intermediate Portuguese,fall,2015,PORTUG,9,5.8,4.4
PSY 1005: Health Psychology,fall,2015,PSY,63,3.4,4.0
PSY 1052: The Application of fMRI in Cognitive Neuroscience Research,fall,2015,PSY,18,3.2,3.9
PSY 1055: In Search of the Perfect School,fall,2015,PSY,17,5.1,4.8
PSY 1201: Your Brain on Drugs: Psychopharmacology,fall,2015,PSY,65,3.8,4.3
PSY 1304: Brain Damage as a Window into the Mind: Cognitive Neuropsychology,fall,2015,PSY,19,5.1,4.1
PSY 1305: Evolution and Cognition,fall,2015,PSY,55,2.4,3.7
PSY 1355: The Adolescent Brain,fall,2015,PSY,14,3.1,4.7
PSY 14: Cognitive Neuroscience,fall,2015,PSY,32,4.0,4.3
PSY 1504: Social Cognition: Making Sense of our Social World,fall,2015,PSY,7,3.2,4.2
"PSY 1506: Groups and Networks: How Others Shape our Behavior, Beliefs, and Motivations",fall,2015,PSY,18,3.3,4.2
PSY 1553: Social Bonds and Human Connections,fall,2015,PSY,16,4.2,4.7
PSY 1555: Wired to Connect? The Neuroscience of Social Understanding and Interaction.,fall,2015,PSY,7,4.3,4.8
PSY 1562: Mind Reading,fall,2015,PSY,13,4.9,4.8
PSY 1652R: Laboratory in Early Cognitive Development,fall,2015,PSY,7,5.8,3.5
PSY 1852: Clinical Psychology in Everyday Life,fall,2015,PSY,19,3.6,4.6
PSY 1861: Developmental Psychopathology,fall,2015,PSY,25,3.5,4.7
PSY 18: Abnormal Psychology,fall,2015,PSY,249,2.8,4.7
PSY 1900: Introduction to Statistics for the Behavioral Sciences,fall,2015,PSY,65,2.8,3.6
PSY 1901: Methods of Behavioral Research,fall,2015,PSY,19,4.2,4.0
PSY 1950: Intermediate Statistical Analysis in Psychology,fall,2015,PSY,30,8.6,4.2
PSY 2010: Contemporary Topics in Psychological Research,fall,2015,PSY,13,4.0,4.3
"PSY 2152: Abstract Thought in Non-Human Animals, Human Infants, Young Children, and Human Adults",fall,2015,PSY,8,8.8,4.8
PSY 2160R: Laboratory for Affective and Developmental Neuroscience,fall,2015,PSY,8,7.2,5.0
PSY 2357R: Evolution of Human Cooperation: Research Seminar,fall,2015,PSY,6,10.0,5.0
PSY 2358R: Memory: Research Seminar,fall,2015,PSY,7,11.0,4.5
PSY 2410R: Laboratory Research on Emotional Disorders,fall,2015,PSY,8,10.0,4.8
PSY 2430: Cultural and Individual Diversity,fall,2015,PSY,7,3.0,4.5
PSY 2446R: Clinical Research Laboratory,fall,2015,PSY,8,6.0,5.0
PSY 2461R: Laboratory for Clinical and Developmental Research,fall,2015,PSY,10,6.7,4.8
PSY 2464R: Research Methods in Child & Adolescent Clinical Psychology,fall,2015,PSY,9,5.0,4.5
PSY 2500: Proseminar in Social Psychology,fall,2015,PSY,20,7.8,3.1
PSY 2553R: Behavioral Insights Group Research Seminar,fall,2015,PSY,13,7.4,4.6
PSY 2560R: Laboratory in Social Cognition,fall,2015,PSY,9,10.3,5.0
PSY 2570R: Intergroup Relations: Research Seminar,fall,2015,PSY,12,4.4,4.6
PSY 2580R: Affective Forecasting: Research Seminar,fall,2015,PSY,17,8.0,4.7
PSY 2650: Behavioral Approaches to Decision Making and Negotiation,fall,2015,PSY,7,6.2,5.0
PSY 2652: The Psychology of Cooperation,fall,2015,PSY,3,6.0,4.5
"PSY 2661R: Research Seminar in Nonverbal Behavior, Social Perception, and Psychophysiology",fall,2015,PSY,4,4.3,3.2
PSY 2670A: Decision Making and the Psychology of Possibility,fall,2015,PSY,17,3.9,4.4
PSY 3200: Research Seminar in Clinical Science,fall,2015,PSY,14,0.0,4.3
PSY 3220: Developmental Studies: Seminar,fall,2015,PSY,10,0.0,4.5
"PSY 3340: Research Seminar in Cognition, Brain, and Behavior",fall,2015,PSY,17,0.0,4.8
PSY 3420: Research Workshop in Social Psychology,fall,2015,PSY,13,1.0,4.7
PSY 3550: Teaching Psychology,fall,2015,PSY,6,0.0,4.0
PSY 3555: Instructional Styles in Psychology,fall,2015,PSY,14,1.0,3.2
PSY 3800: Psychometric Theory,fall,2015,PSY,6,2.0,4.3
PSY 971: Contemporary Issues in Psychology: Intensive Cross-level Analyses,fall,2015,PSY,12,4.8,4.0
PSY 980F: Animal Cognition,fall,2015,PSY,4,8.0,4.5
PSY 980H: In the Presence of the Enemy: Social-Psychological Approaches to Intergroup Conflict,fall,2015,PSY,15,4.3,4.5
PSY 980P: Social Factors in the Development of Psychopathology,fall,2015,PSY,16,4.1,4.5
PSY 980U: Psychological Challenges of Adolescence and Early Adulthood,fall,2015,PSY,10,4.0,4.3
PSY 980V: The Psychology of Being Rich or Poor,fall,2015,PSY,16,3.7,4.2
RELIGION 1021: Religious Diversity and The Age of Pluralism,fall,2015,RELIGION,5,6.5,4.0
RELIGION 1040: Theology in an Interreligious Perspective,fall,2015,RELIGION,3,12.0,5.0
"RELIGION 1080: Modern States, Islam, and Politics",fall,2015,RELIGION,8,5.0,5.0
"RELIGION 111: Cultures of Health and Healing: Religion, Medicine, and Global Health",fall,2015,RELIGION,14,4.3,4.2
RELIGION 112A: Dreams and the Dreaming,fall,2015,RELIGION,12,5.0,4.8
RELIGION 1401: Early Christian Thought 1: The Greek Tradition,fall,2015,RELIGION,6,4.5,5.0
RELIGION 1425: Greek Exegesis of John,fall,2015,RELIGION,2,6.0,4.0
RELIGION 1444: God and Money,fall,2015,RELIGION,5,4.0,4.7
RELIGION 1462: Catholicism in America,fall,2015,RELIGION,2,10.0,4.5
RELIGION 1520: Introduction to Hermeneutics and Theology,fall,2015,RELIGION,1,0.0,4.0
RELIGION 1590: Issues in the Study of Native American Religion,fall,2015,RELIGION,1,0.0,4.0
"RELIGION 1844: Religion, Gender, Identity in 21st Century Diasporic Muslim Fiction",fall,2015,RELIGION,2,8.0,5.0
RELIGION 1915: Existential - Phenomenological Anthropology,fall,2015,RELIGION,7,5.8,4.7
RELIGION 1920: The Politics of Storytelling,fall,2015,RELIGION,5,2.2,4.6
RELIGION 2001: The History of the Study of Religion,fall,2015,RELIGION,15,10.6,3.7
"RELIGION 2574: ""Life"" in Theology and Philosophy",fall,2015,RELIGION,2,6.0,5.0
RELIGION 441: Ancient Christian Martyrdom and Its Modern Legacy,fall,2015,RELIGION,5,5.0,5.0
RELIGION 49: From Gospel to Allegory: Christian Narratives for Living,fall,2015,RELIGION,7,5.4,4.8
RELIGION 51: Religious Liberty: Contested American Stories,fall,2015,RELIGION,7,5.2,4.3
RELIGION 58: The Body in Christian Thought,fall,2015,RELIGION,5,7.0,4.2
RELIGION 74: Introduction to Buddhism,fall,2015,RELIGION,7,4.2,4.9
RELIGION 98A: Tutorial - Junior Year,fall,2015,RELIGION,8,4.0,5.0
RELIGION 99A: Tutorial - Senior Year,fall,2015,RELIGION,4,8.5,4.3
ROM-STD 101: Romance Translation: Theory and Practice,fall,2015,ROM-STD,5,4.2,4.6
ROM-STD 201: Questions of Theory,fall,2015,ROM-STD,20,6.5,3.2
RSRA 298A: Master's Thesis Reading and Research,fall,2015,RSRA,10,2.5,4.3
RUSS 101: Advanced Russian I,fall,2015,RUSS,12,5.5,4.3
RUSS 102R: Advanced Russian: Introduction to the Language of Social Sciences and the Media,fall,2015,RUSS,5,6.0,4.3
RUSS 113: Advanced Russian: Readings in Russian Literature,fall,2015,RUSS,8,5.2,4.2
RUSS AA: Elementary Russian I,fall,2015,RUSS,25,8.8,4.6
RUSS AAB: Elementary Russian (Intensive),fall,2015,RUSS,7,8.0,5.0
RUSS AH: Russian for Heritage Speakers,fall,2015,RUSS,7,7.0,4.8
RUSS ATA: Elementary Russian through Authentic Texts (Russian through Pushkin I),fall,2015,RUSS,3,7.5,4.5
RUSS BA: Intermediate Russian I,fall,2015,RUSS,18,5.7,4.7
SANSKRIT 101A: Elementary Sanskrit,fall,2015,SANSKRIT,17,7.7,3.9
SANSKRIT 102AR: Intermediate Sanskrit I,fall,2015,SANSKRIT,8,14.9,3.9
SANSKRIT 201AR: Advanced Philosophical Sanskrit,fall,2015,SANSKRIT,7,6.2,4.8
SAS 100R: South Asian Language Tutorials,fall,2015,SAS,17,3.6,4.6
SAS 130: Economic History of India,fall,2015,SAS,8,6.4,4.6
"SAS 179: South Asia: Connected Histories, Interdisciplinary Frames",fall,2015,SAS,2,2.5,4.5
SAS 193: Class and the City in Indian Cinema,fall,2015,SAS,6,5.8,4.3
SAS 230: Environmental History of South Asia,fall,2015,SAS,4,5.0,4.8
SAS 99RA: Tutorial - Senior Year,fall,2015,SAS,1,5.0,4.0
"SCAND 160A: Old Norse Language, Literature, and Culture: The Viking Legacy",fall,2015,SCAND,11,4.1,4.3
SCAND 90R.A: Danish,fall,2015,SCAND,3,2.5,5.0
SCAND 90R.B: Finnish,fall,2015,SCAND,3,2.5,5.0
SCAND 90R.C: Norwegian,fall,2015,SCAND,4,6.3,5.0
SCAND 90R: Scandinavian Language Tutorial,fall,2015,SCAND,3,2.0,4.0
SCILIVSY 20: Psychological Science,fall,2015,SCILIVSY,264,4.6,4.3
SCILIVSY 20S: Psychological Science Seminar,fall,2015,SCILIVSY,10,20.0,5.0
SCILIVSY 22: Human Influence on Life in the Sea,fall,2015,SCILIVSY,41,4.6,3.7
"SCILIVSY 26: The Toll of Infection: Understanding Disease in Scientific, Social, and Cultural Contexts",fall,2015,SCILIVSY,50,4.1,3.8
SCIPHUNV 14: How to Build a Habitable Planet,fall,2015,SCIPHUNV,20,3.8,3.6
SCIPHUNV 18: Time,fall,2015,SCIPHUNV,5,8.0,3.0
SCIPHUNV 20: What is Life? From Quarks to Consciousness,fall,2015,SCIPHUNV,51,3.8,4.4
SCIPHUNV 21: Stellar Understanding of the Cosmos,fall,2015,SCIPHUNV,19,6.2,2.8
SCIPHUNV 27: Science and Cooking: From Haute Cuisine to Soft Matter Science,fall,2015,SCIPHUNV,249,4.6,3.7
SCIPHUNV 29: The Climate-Energy Challenge,fall,2015,SCIPHUNV,104,3.3,3.7
SCRB 10: Human Developmental and Regenerative Biology,fall,2015,SCRB,71,6.6,4.1
SCRB 130: Biomedical Entrepreneuring: Turning Ideas into Medicine,fall,2015,SCRB,27,5.4,3.4
SCRB 152: Asking Cells Who They Are: Computational Transcriptomics Using RNA-Seq,fall,2015,SCRB,12,21.1,4.8
SCRB 175: Glucose: From Molecule to Society,fall,2015,SCRB,43,4.1,4.6
SCRB 180: Regeneration and Repair in the Mammalian Brain,fall,2015,SCRB,10,4.4,4.7
SCRB 182: Got (New) Brain? The Evolution of Brain Regeneration,fall,2015,SCRB,22,2.9,4.3
"SCRB 190: Understanding Aging: Degeneration, Regeneration, and the Scientific Search for the Fountain of Youth",fall,2015,SCRB,18,3.6,4.3
SCRB 192: Principles of Drug Discovery and Development,fall,2015,SCRB,21,3.8,4.3
SCRB 220: Biochemistry and Molecular Genetics in Modern Medicine,fall,2015,SCRB,1,14.0,5.0
SCRB 230: Principles and Practice of Drug Development,fall,2015,SCRB,23,2.9,3.8
SHBT 200: Acoustics of Speech and Hearing,fall,2015,SHBT,6,16.2,2.0
SHBT 201: Biology of the Inner Ear,fall,2015,SHBT,7,9.2,5.0
SHBT 206: Molecular Biology of the Auditory System,fall,2015,SHBT,5,3.7,4.0
SHBT 301QC: Speech and Hearing Laboratory Visits,fall,2015,SHBT,7,1.0,4.0
SLAVIC 155: Dostoevsky,fall,2015,SLAVIC,13,8.5,4.5
SLAVIC 158: Narrative Strategies in Gogol’s Short Fiction,fall,2015,SLAVIC,1,3.0,4.0
SLAVIC 167: Revolutionary Ukraine: Between the Russian Revolution and the Euromaidan of 2014,fall,2015,SLAVIC,4,5.5,4.2
SLAVIC 198: Czech Literary Culture after World War II: Conference Course,fall,2015,SLAVIC,9,7.0,4.8
SLAVIC 241: Russian Futurism and Formalism,fall,2015,SLAVIC,8,6.4,3.8
SLAVIC 299: Proseminar,fall,2015,SLAVIC,6,4.3,3.7
SLAVIC 98A: Junior Tutorial for Slavic Concentrators (Russian),fall,2015,SLAVIC,2,4.0,4.5
SOC-STD 10A: Introduction to Social Studies,fall,2015,SOC-STD,92,8.4,3.9
SOC-STD 68AB: Practicing Democracy,fall,2015,SOC-STD,6,9.2,5.0
SOC-STD 68EC: Education and Community in America,fall,2015,SOC-STD,8,5.4,4.8
SOC-STD 98EO: Culture and Society,fall,2015,SOC-STD,9,5.4,4.4
SOC-STD 98JL: Global Social Movements,fall,2015,SOC-STD,5,3.7,4.5
SOC-STD 98LF: Globalization and the Nation State,fall,2015,SOC-STD,10,4.2,4.9
SOC-STD 98LH: Education and American Society,fall,2015,SOC-STD,10,6.6,4.3
SOC-STD 98MI: Migration in Theory and Practice,fall,2015,SOC-STD,7,8.0,4.9
SOC-STD 98NA: The American Ghetto,fall,2015,SOC-STD,7,8.7,4.0
SOC-STD 98NB: Inequality and Social Mobility in America,fall,2015,SOC-STD,10,6.4,5.0
SOC-STD 98OK: The Politics of the Environment in Asia,fall,2015,SOC-STD,8,6.5,4.2
SOC-STD 98OQ: Political Rhetoric and American Democracy,fall,2015,SOC-STD,8,5.2,5.0
SOC-STD 98OR: Decolonizing Development in Africa,fall,2015,SOC-STD,3,4.5,4.7
SOC-STD 98OS: Honest Lies and Deceptive Truths: Modernity and the Politics of Transparency,fall,2015,SOC-STD,3,5.3,4.3
SOC-STD 98OT: Poverty and Development in Latin America,fall,2015,SOC-STD,6,11.2,3.2
SOCIOL 115: Media and Popular Culture,fall,2015,SOCIOL,54,3.4,4.2
SOCIOL 128: Models of Social Science Research,fall,2015,SOCIOL,77,3.2,3.6
"SOCIOL 133: War, Revolution, and Organized Crime: In Theory, in Film, and in Reality",fall,2015,SOCIOL,16,6.9,4.3
SOCIOL 139: Economic Sociology: Global Perspectives,fall,2015,SOCIOL,17,3.8,3.8
SOCIOL 146: Death by Design: Health Inequalities in Global Perspective,fall,2015,SOCIOL,42,4.4,4.3
SOCIOL 165: Inequalities in Health Care,fall,2015,SOCIOL,36,3.3,3.0
SOCIOL 170: Culture and Networks,fall,2015,SOCIOL,32,4.7,4.0
SOCIOL 177: Poverty in America,fall,2015,SOCIOL,81,4.4,4.7
SOCIOL 202: Intermediate Quantitative Research Methods,fall,2015,SOCIOL,12,6.2,3.4
SOCIOL 203: Advanced Quantitative Research Methods,fall,2015,SOCIOL,14,12.1,4.6
SOCIOL 204: Classical Social Theory,fall,2015,SOCIOL,12,19.2,4.3
SOCIOL 208: Contemporary Theory and Research,fall,2015,SOCIOL,10,10.7,4.8
SOCIOL 23: Introduction to Political Sociology,fall,2015,SOCIOL,13,6.0,4.3
SOCIOL 243: Economic Sociology,fall,2015,SOCIOL,6,6.0,4.0
SOCIOL 255: Social Stratification: Seminar,fall,2015,SOCIOL,23,10.8,4.2
SOCIOL 25: Introduction to the Sociology of Organizations,fall,2015,SOCIOL,83,4.3,4.1
SOCIOL 263: Historical Sociology: Cultural and Institutional Perspectives,fall,2015,SOCIOL,2,15.0,4.0
SOCIOL 305: Teaching Practicum,fall,2015,SOCIOL,13,1.2,4.7
SOCIOL 310: Qualifying Paper,fall,2015,SOCIOL,14,11.6,5.0
SOCIOL 97: Tutorial in Sociological Theory,fall,2015,SOCIOL,16,5.4,4.6
"SOCIOL 98GC: Global Workers, Professionals & Entrepreneurs: The New Economic Order Across Borders",fall,2015,SOCIOL,10,6.6,4.6
"SOCIOL 98TA: ""Studying Up"": Privilege, Elite Education, and Inequality",fall,2015,SOCIOL,10,4.9,4.3
"SOCIOL 98WB: Race, Poverty, and Justice",fall,2015,SOCIOL,6,6.0,4.8
SOCWORLD 12: China,fall,2015,SOCWORLD,23,5.4,3.7
SOCWORLD 14: The British Empire,fall,2015,SOCWORLD,142,4.2,4.1
SOCWORLD 25: Case Studies in Global Health: Biosocial Perspectives,fall,2015,SOCWORLD,314,4.3,4.1
SOCWORLD 30: Moctezuma's Mexico: Then and Now,fall,2015,SOCWORLD,40,3.7,3.8
SOCWORLD 33: Tokyo,fall,2015,SOCWORLD,64,3.6,3.9
"SOCWORLD 34: The Caribbean: Globalization, Socio-Economic Development & Cultural Adaptation",fall,2015,SOCWORLD,77,2.4,3.8
SOCWORLD 41: Medieval Europe,fall,2015,SOCWORLD,58,5.2,4.2
"SOCWORLD 42: The World Wars and Global Transformation, 1900-1950",fall,2015,SOCWORLD,34,5.3,3.6
SOCWORLD 47: Contemporary Developing Countries: Entrepreneurial Solutions to Intractable Problems,fall,2015,SOCWORLD,77,4.5,3.5
SOCWORLD 54: Islam and Politics in the Modern Middle East,fall,2015,SOCWORLD,42,3.7,4.6
SPANSH 110: Hispanic Literature: The Middle Ages,fall,2015,SPANSH,12,4.9,4.5
SPANSH 160: Aesthetics of Sensationalism: Crime and Violence in Latin American Culture,fall,2015,SPANSH,14,6.9,4.8
SPANSH 245: Artes en Movimiento,fall,2015,SPANSH,8,4.5,4.7
"SPANSH 264: New Approaches to Latin American Literature, Criticism and Theory",fall,2015,SPANSH,7,9.0,5.0
SPANSH 30: Advanced Spanish Language I: Four Countries and their Cultures,fall,2015,SPANSH,42,7.1,3.8
SPANSH 40: Advanced Spanish Language II: Viewing the Hispanic World,fall,2015,SPANSH,76,4.6,4.2
SPANSH 49H: Spanish for Latino Students,fall,2015,SPANSH,7,4.4,5.0
SPANSH 50: Writing and Performance,fall,2015,SPANSH,50,4.4,4.4
SPANSH 59: Spanish and the Community,fall,2015,SPANSH,12,5.7,4.6
SPANSH 61N: Advanced Spanish Language and Culture: The Ethics of Business,fall,2015,SPANSH,16,3.8,4.5
SPANSH 70C: Tales of Two Spains: A Survey of Spanish Modern Literature and Culture (18th to 21st centuries),fall,2015,SPANSH,16,6.1,4.7
SPANSH 80T: Words of Which History is Made: Translation Workshop on 20th-Century Spain,fall,2015,SPANSH,9,3.0,5.0
SPANSH 90N: Border Flux and Border Subjects: Cultural Practices of the US-Mexico Border,fall,2015,SPANSH,14,5.3,4.5
SPANSH AA: Beginning Spanish I,fall,2015,SPANSH,137,5.4,4.1
SPANSH AB: Beginning Spanish II,fall,2015,SPANSH,95,5.1,4.1
SPANSH ACD: Intensive Beginning Spanish: Special Course,fall,2015,SPANSH,10,6.0,3.9
SPANSH C: Intermediate Spanish,fall,2015,SPANSH,98,4.7,4.3
STAT 100: Introduction to Quantitative Methods for the Social Sciences and Humanities,fall,2015,STAT,41,5.3,3.5
STAT 104: Introduction to Quantitative Methods for Economics,fall,2015,STAT,239,5.1,3.8
STAT 107: Introduction to Business and Financial Statistics,fall,2015,STAT,77,4.7,3.9
STAT 110: Introduction to Probability,fall,2015,STAT,444,10.6,4.3
